0.584799	0.108029	0.803953
-0.0910112	-0.826885	0.554958
-0.0121101	0.590169	0.807189
0.392975	-0.862829	0.317957
-0.706346	0.396699	-0.586263
-0.868822	-0.41491	0.270181
0.888003	-0.458881	-0.0296561
0.766918	0.0079632	0.641695
-0.483173	0.472065	-0.737359
0.114711	0.979531	-0.165409
-0.607811	0.0435517	-0.792887
0.0880768	-0.996106	0.00381509
0.734472	0.635757	0.237409
-0.854827	-0.122252	0.504306
0.488583	0.872473	-0.00885246
-0.88535	-0.36158	0.292257
0.293597	-0.906047	0.304762
0.327813	-0.214323	-0.920111
-0.613245	-0.0598616	-0.787621
0.305764	0.813213	-0.495169
0.74626	0.124607	-0.653888
0.967634	0.115263	-0.224496
0.521565	0.381905	0.762967
0.555572	-0.765741	0.324007
0.090829	0.15085	0.984375
-0.3313	0.212071	0.919383
0.0489214	0.688742	0.723354
0.307404	0.644499	0.700089
-0.845226	0.24514	-0.474867
0.278956	0.145857	-0.949162
0.630122	0.525257	-0.571884
-0.522497	-0.81565	0.248419
-0.678563	-0.126959	0.723487
-0.609563	0.781093	-0.135378
0.239209	0.598063	0.764918
-0.230974	-0.299758	0.925633
0.994006	0.0938658	-0.0560412
0.160833	0.925593	0.342651
0.929882	-0.273369	-0.246147
0.960115	0.193889	-0.201463
0.685351	-0.236539	0.688726
0.777568	-0.221247	-0.58859
0.538285	-0.112458	0.835226
-0.550853	0.257591	-0.793856
0.703336	0.530785	-0.472849
0.459885	-0.0566708	-0.886168
0.342985	0.57827	0.740247
-0.88919	0.26577	-0.372435
-0.835704	-0.543759	0.076979
0.798421	0.201376	0.567425
0.850654	0.52524	0.0225966
-0.379076	-0.728918	-0.57007
0.319424	-0.743499	0.587519
-0.62787	0.712178	0.313976
-0.313756	0.634211	-0.706636
-0.471352	0.603546	0.643087
0.748937	0.264979	-0.607354
0.401582	0.135857	0.90569
0.951208	0.189268	0.243682
-0.977869	0.0859795	0.190736
-0.0570053	-0.921438	0.384321
-0.977128	0.212356	0.011175
-0.692248	-0.661869	0.287614
0.951888	-0.158183	-0.262465
0.926753	0.350788	-0.13445
-0.376626	0.615176	0.692612
-0.174649	-0.272149	-0.946273
-0.633516	0.530896	0.562857
-0.0565408	-0.934332	-0.351889
-0.179563	-0.158679	0.970865
-0.661691	0.0394882	-0.748736
0.854416	0.389416	-0.343989
-0.0702997	0.522136	0.84996
-0.238136	-0.122227	0.96351
0.603132	0.00538311	-0.797623
0.474258	-0.728735	0.493989
-0.876343	0.46707	0.117764
0.574505	-0.792387	-0.205099
0.533793	-0.637389	-0.555699
-0.189112	-0.778874	0.59799
0.143843	0.75614	-0.638406
-0.628543	-0.677381	-0.382216
-0.514564	-0.726055	0.456145
-0.384254	0.899783	-0.206736
-0.84035	-0.48803	-0.235877
-0.676012	0.383442	-0.629269
0.551617	-0.793211	0.257944
-0.434277	0.192549	0.879959
-0.904738	-0.399003	-0.149147
-0.0444602	0.946398	-0.319927
-0.184089	-0.966039	0.181329
0.212938	-0.464092	0.859812
-0.606765	0.486504	0.628609
0.691961	-0.389682	-0.607732
-0.307533	0.884947	-0.349702
-0.467105	0.784168	-0.408525
0.0324439	0.991873	-0.123026
0.461041	0.331856	0.82299
-0.52622	0.341425	0.778795
-0.653001	-0.371914	-0.659749
-0.989169	0.120339	0.0840428
-0.424476	0.812673	-0.399229
0.366943	-0.893973	-0.257226
-0.93876	-0.0385933	-0.342403
0.726704	0.425662	0.539179
-0.00221225	0.370689	-0.928755
0.596368	-0.750519	0.284721
-0.694625	-0.696847	-0.178609
-0.978914	-0.1115	-0.171159
-0.378592	-0.379417	-0.844222
0.410382	0.873189	-0.262921
0.381192	0.0344752	-0.923853
-0.539075	-0.519818	-0.662712
-0.0631978	0.949883	0.306152
0.577877	-0.417985	-0.700961
-0.684681	0.567395	0.457466
0.756498	0.651709	0.0546501
0.553413	0.161168	-0.817165
-0.992987	-0.115032	-0.0273035
0.661786	0.333722	-0.671318
0.545577	-0.722726	-0.42428
0.528007	-0.371296	0.763772
0.230963	-0.423453	0.875982
-0.110131	0.419911	-0.900859
0.117674	0.151829	0.981377
0.992644	0.10708	0.0564966
-0.447447	0.454843	-0.770006
-0.29954	-0.211035	-0.930452
-0.696058	-0.523717	0.491145
-0.282495	0.944237	0.169155
0.702534	0.703286	0.108787
0.939867	0.339789	0.0345405
0.272957	-0.902736	0.332509
0.503652	-0.783574	0.363794
