1000	0.510929	0
2000	0.506751	0.00417762
3000	0.502588	0.00481168
4000	0.50583	0.00469979
5000	0.501447	0.00569738
6000	0.499407	0.00507962
7000	0.500681	0.00447794
8000	0.502593	0.00432397
9000	0.503055	0.00384124
10000	0.502384	0.00350066
11000	0.502376	0.00316647
12000	0.500351	0.00352947
13000	0.498599	0.0036894
14000	0.497861	0.00349436
15000	0.497936	0.00325391
16000	0.498132	0.0030501
17000	0.497878	0.00287636
18000	0.498884	0.00289273
19000	0.499309	0.00276898
20000	0.499144	0.00263204
21000	0.499295	0.00250807
22000	0.499069	0.002402
23000	0.499146	0.00229648
24000	0.499881	0.00231832
25000	0.500064	0.0022312
26000	0.500102	0.002144
27000	0.500335	0.00207619
28000	0.500371	0.002001
29000	0.500407	0.00193109
30000	0.500162	0.00188164
31000	0.500693	0.00189581
32000	0.500853	0.00184262
33000	0.501345	0.00185238
34000	0.501262	0.001799
35000	0.500881	0.00178777
36000	0.500626	0.00175602
37000	0.500891	0.00172832
38000	0.500867	0.0016824
39000	0.50088	0.00163874
40000	0.50108	0.00160971
41000	0.500773	0.00159964
42000	0.500648	0.0015661
43000	0.500854	0.00154312
44000	0.50106	0.00152156
45000	0.500984	0.00148931
46000	0.501025	0.00145716
47000	0.501151	0.0014314
48000	0.501128	0.00140147
49000	0.500973	0.00138124
50000	0.501127	0.00136209
51000	0.500951	0.00134666
52000	0.501018	0.00132218
53000	0.500971	0.00129783
54000	0.500831	0.00128122
55000	0.501156	0.00129902
56000	0.501122	0.00127607
57000	0.50127	0.0012622
58000	0.50114	0.00124706
59000	0.501129	0.00122579
60000	0.501041	0.00120834
61000	0.501162	0.00119448
62000	0.500989	0.00118767
63000	0.500985	0.00116868
64000	0.501048	0.00115199
65000	0.501152	0.0011389
66000	0.501239	0.00112485
67000	0.501388	0.00111798
68000	0.501452	0.00110323
69000	0.501296	0.00109825
70000	0.501288	0.00108248
71000	0.501333	0.0010681
72000	0.501268	0.00105516
73000	0.501376	0.00104616
74000	0.501188	0.00104902
75000	0.501116	0.00103738
76000	0.500882	0.00105005
77000	0.500905	0.00103657
78000	0.500704	0.00104281
79000	0.500625	0.00103255
80000	0.500717	0.00102372
81000	0.500798	0.00101423
82000	0.500694	0.00100723
83000	0.50067	0.0009953
84000	0.500852	0.00100012
85000	0.500992	0.000998091
86000	0.500907	0.00099003
87000	0.500785	0.000986198
88000	0.50058	0.000996292
89000	0.500613	0.000985581
90000	0.500697	0.00097818
91000	0.50092	0.000992823
92000	0.501019	0.000986915
93000	0.501041	0.000976502
94000	0.50114	0.000971161
95000	0.501113	0.000961282
96000	0.50107	0.000952193
97000	0.501204	0.000951824
98000	0.501209	0.000942075
99000	0.501246	0.000933255
100000	0.501308	0.000925936
